Language	Dialects
fiji1243	sout2864
fiji1243	west2514
fina1242	barl1240
fina1242	kada1287
fina1242	lias1237
finn1318	cent1985
finn1318	hame1240
finn1318	pera1253
finn1318	savo1254
finn1318	sout1743
finn1318	sout2677
finn1318	sout2678
fipa1238	kand1298
fipa1238	kwaa1263
fipa1238	kwaa1264
fipa1238	nkwa1238
fipa1238	ntil1238
fipa1238	peem1238
fipa1238	siiw1238
fipa1238	suku1262
foii1241	ifig1238
foii1241	kafa1243
foii1241	kutu1266
foii1241	mubi1239
folo1238	aure1239
folo1238	bara1374
folo1238	boro1278
folo1238	keba1251
folo1238	kewa1247
folo1238	pupi1239
folo1238	rooo1240
folo1238	sesa1245
folo1238	sili1248
folo1238	sope1239
folo1238	suri1271
folo1238	tebe1252
folo1238	wara1301
fonn1241	agbo1241
fonn1241	aroh1238
fonn1241	kpas1241
ford1242	ford1243
ford1242	ford1244
ford1242	molo1261
ford1242	sera1262
fore1270	nort2922
fore1270	pamu1239
fore1274	agan1235
fore1274	fore1266
fore1274	lyam1234
fore1274	nady1234
fran1260	cell1238
fran1260	daup1247
fran1260	faet1239
fran1260	fran1262
fran1260	lyon1243
fran1260	neuc1242
fran1260	neuc1243
fran1260	savo1253
fran1260	vala1242
fran1260	vall1249
fran1260	vaud1238
fran1266	chap1265
fran1266	sanp1256
fren1243	mars1235
friu1240	carn1239
friu1240	east2271
friu1240	west2338
fuln1247	fuln1248
fuln1247	yate1241
futu1245	aniw1237
futu1245	west2515
fuyu1242	cent2124
fuyu1242	nort2928
fuyu1242	nort2929
fuyu1242	west2603
gaam1241	buwa1239
gaam1241	kuku1284
gaam1241	kula1276
gaam1241	soda1238
gaan1243	gabi1247
gaan1243	nucl1684
gadd1242	bhar1240
gadd1242	macl1238
gads1258	nucl1614
gads1258	oyan1240
gaga1249	bulg1263
gaga1249	mari1413
gagn1235	gbad1242
gagn1235	kpak1238
gagn1235	neke1238
gagn1235	niab1238
gagn1235	zadi1238
gagn1235	zebi1238
gagu1242	boka1250
gagu1242	bokw1238
gagu1242	ndaa1238
gagu1242	tuka1245
gain1243	bare1275
gain1243	nucl1605
gale1257	basi1247
gale1257	game1243
gale1257	gare1237
gale1257	sebu1244
gale1257	urua1243
gale1257	wada1262
gale1259	kada1290
gale1259	kadi1247
gale1259	moro1290
gale1259	sopi1242
gali1262	mura1272
gali1262	taba1267
gali1262	tyre1237
galo1243	baba1272
galo1243	dadu1237
galo1243	edii1237
galo1243	haha1243
galo1243	hiay1237
galo1243	ilpu1240
galo1243	ilwa1238
galo1243	nana1259
galo1243	nucl1541
galo1243	talu1239
gama1251	ghus1238
gama1251	tama1326
gami1243	gawa1249
gami1243	guyi1237
gami1243	waal1237
gami1243	wirr1237
gami1243	yuwa1242
gami1243	yuwa1243
gamo1241	gamo1242
gamo1241	ning1272
gana1274	domk1238
gana1274	gaak1238
gana1274	gana1275
gana1274	khes1242
ganc1239	anyi1247
ganc1239	chan1317
ganc1239	fugu1238
ganc1239	jich1238
ganc1239	nanc1254
ganc1239	ping1246
ganc1239	yili1247
ganc1239	ying1246
gand1255	kook1242
gand1255	ludi1247
gand1255	luvu1238
gand1255	sese1244
gang1267	kang1283
gang1267	ngub1238
garh1243	badh1238
garh1243	bang1335
garh1243	bhat1261
garh1243	chan1306
garh1243	dess1238
garh1243	gang1264
garh1243	jaun1244
garh1243	lohb1238
garh1243	majh1251
garh1243	nagp1247
garh1243	parv1238
garh1243	rath1241
garh1243	rava1238
garh1243	sala1263
garh1243	srin1238
garh1243	tehr1243
gari1253	gari1254
gari1253	ilga1238
gari1256	east2562
gari1256	west2649
garo1247	aben1247
garo1247	aben1248
garo1247	achi1247
garo1247	achi1255
garo1247	awee1241
garo1247	chis1241
garo1247	dacc1238
garo1247	ganc1238
garo1247	kamr1239
garo1247	matc1241
gata1239	hill1251
gata1239	plai1256
gavi1246	gavi1247
gavi1246	zoro1244
gaww1239	dihi1238
gaww1239	gerg1238
gaww1239	gobe1239
gaww1239	goll1242
gaww1239	goro1271
gaww1239	hars1238
gayo1244	boba1247
gayo1244	doro1264
gayo1244	serb1268
gayo1244	tamp1253
gbag1258	diko1242
gbag1258	kadu1255
gbag1258	karu1253
gbag1258	kuta1242
gbag1258	louo1238
gbag1258	ngen1253
gbag1258	tawa1273
gbag1258	vwez1238
gban1260	budi1248
gban1260	gbag1253
gban1260	nucl1363
gbar1246	bota1238
gbar1246	gaye1238
gbar1246	gbag1257
gbar1246	izem1238
gbar1246	jezh1238
gbar1246	kong1290
gbar1246	kwal1255
gbar1246	kwan1277
gbar1246	paik1238
gbar1246	wahe1238
gbay1286	boya1242
gbay1286	bozo1251
gbay1286	diab1238
gbay1287	boss1242
gbay1287	gbab1238
gbay1288	dong1296
gbay1288	gbay1289
gbay1288	gbay1290
gbay1288	gbay1291
gbay1288	gbay1292
gbay1288	naka1261
gbay1288	orlo1238
gbes1238	gbok1238
gbii1242	dorb1243
gbii1242	kplo1238
gbir1241	gbir1242
gbir1241	nira1238
gbol1235	biab1239
gbol1235	dedi1238
gbol1235	gede1242
gbol1235	nyan1312
gebe1237	umer1237
geee1239	geji1239
geji1246	bolu1244
geji1246	nucl1692
geji1246	zara1252
geme1244	geme1245
geme1244	geme1246
genn1243	agoi1244
genn1243	anex1238
genn1243	glij1238
genn1243	nucl1353
geru1240	duur1238
geru1240	gams1239
geru1240	summ1239
gese1240	gora1263
gese1240	keli1251
gese1240	mina1270
ghad1239	aytw1238
ghad1239	eltu1238
ghan1242	gano1234
ghan1242	kubo1244
ghar1239	gaee1238
ghar1239	geri1237
ghar1239	ndii1241
ghar1239	ngin1246
ghar1239	nucl1471
ghar1239	tand1254
ghom1247	bale1252
ghom1247	bame1261
ghom1247	bans1248
ghom1247	ghom1248
ghom1247	ghom1249
ghom1247	ghom1250
ghom1247	ngem1253
gida1247	lamm1244
gila1241	gale1256
gila1241	rash1246
gilb1244	bana1287
gilb1244	nuii1237
gily1242	amur1242
gily1242	east2373
gily1242	nort2750
gimi1243	east2515
gimi1243	west2597
gimn1238	riti1238
giry1241	chwa1242
giry1241	jiba1245
giry1241	kamb1298
giry1241	kaum1238
giry1241	nucl1390
giry1241	raba1248
giry1241	ribe1238
gito1238	gito1239
gito1238	nyam1272
gito1238	sewi1238
gitx1241	gits1238
gitx1241	nucl1650
gizr1240	waid1239
gizr1240	west2584
glar1241	glar1242
glar1241	twab1238
glav1244	bokw1242
glav1244	ngos1242
glav1244	nucl1680
goan1235	bard1253
goan1235	chit1277
goan1235	dald1238
goan1235	gawd1238
goan1235	kuda1248
goan1235	mang1376
goan1235	sara1313
goan1235	stan1303
goba1246	honi1245
goba1246	nucl1451
goba1246	oiba1238
godi1239	dagl1238
godi1239	dlog1238
godi1239	glib1238
godi1239	jluk1238
godi1239	kagb1242
godi1239	koyo1243
godi1239	nugb1238
godi1239	nyag1246
godi1239	tigl1238
godw1241	balv1238
godw1241	khun1256
godw1241	mada1244
godw1241	siro1247
gogo1263	nyam1274
gogo1263	nyau1243
goka1239	bodo1271
goka1239	bomu1248
goka1239	dere1242
goka1239	kiba1244
gola1255	deee1239
gola1255	deng1249
gola1255	kong1285
gola1255	kong1286
gola1255	kpoo1238
gola1255	mana1289
gola1255	senj1238
gola1255	teee1241
gola1255	told1238
goli1247	keri1251
goli1247	kiaa1241
goli1247	mari1436
goli1247	nucl1619
goli1247	yuri1250
gonj1241	chor1271
gonj1241	nucl1350
gora1262	yant1237
goro1259	east2479
goro1259	goro1260
goro1259	limb1269
goro1259	tila1238
goro1259	west2556
gorr1238	bodo1273
gorr1238	yamo1247
goth1244	ostr1239
goth1244	vand1245
goth1244	visi1239
gour1243	cent2024
gour1243	nort2778
gour1243	sout2788
gran1245	nang1256
gran1245	nucl1285
gran1245	zemi1238
gras1249	hoge1238
gras1249	laha1254
gras1249	oman1238
gree1278	sanc1245
gree1278	wuch1237
gree1278	zhen1240
grom1238	lowe1398
grom1238	uppe1409
gron1242	gron1243
gron1242	veen1238
gron1242	west2359
gron1242	west2360
guaa1238	anuu1242
guaa1238	boso1244
guad1242	mari1444
guad1242	stba1239
guah1255	amor1238
guah1255	nucl1665
guah1255	tigr1254
guaj1256	anam1251
guaj1256	awag1234
guan1266	eree1240
guan1266	erga1238
guan1266	guan1252
guan1266	muer1238
guan1266	siya1242
guan1266	taiy1241
guan1266	xiao1245
guan1266	yelo1242
guan1268	echo1239
guan1268	laya1256
guar1293	bani1260
guar1293	ware1257
gude1246	fali1286
gude1246	fali1287
gude1246	fali1288
gude1246	fali1289
gudu1250	kumb1278
gudu1252	chen1265
gudu1252	chik1255
gudu1252	gava1240
guhu1244	seka1249
guib1246	guib1247
guib1246	soub1242
guja1252	gama1250
guja1252	kaka1263
guja1252	kath1249
guja1252	khar1282
guja1252	stan1296
guja1252	tari1254
guja1253	ajir1238
guja1253	east2311
guja1253	west2375
gula1265	kori1258
gula1265	pato1242
gula1265	pong1244
gula1265	tiaa1238
gula1265	tiit1238
gula1266	gula1267
gula1266	mele1249
gula1266	mere1241
gula1266	molo1258
gula1266	motm1238
gula1266	ngur1264
gula1266	sarr1245
gula1266	zura1238
gula1268	nucl1424
gula1268	penn1241
gulf1241	alha1241
gulf1241	alha1242
gulf1241	bahr1247
gulf1241	kham1298
gulf1241	kuwa1251
gulf1241	nort3138
gulf1241	sout3120
gulf1241	zuba1242
guma1253	mang1384
gumu1244	agal1241
gumu1244	daku1239
gumu1244	deko1238
gumu1244	dewi1238
gumu1244	diba1240
gumu1244	diso1238
gumu1244	gomb1250
gumu1244	guba1245
gumu1244	jemh1238
gumu1244	kukw1235
gumu1244	mand1426
gumu1244	mand1427
gumu1244	mete1238
gumu1244	mode1250
gumu1244	saii1240
gumu1244	sese1245
gumu1244	sirb1238
gumu1244	wenb1238
gumu1244	yaso1238
gunn1250	ajra1238
gunn1250	alad1239
gunn1250	asen1243
gunn1250	nucl1352
gunn1250	phel1242
gunn1250	savi1243
gunn1250	seto1242
gunn1250	toli1243
gunn1250	weme1240
gunt1241	bala1317
gunt1241	bens1234
gunt1241	kann1258
gunt1241	koro1319
gunt1241	koro1320
gunw1252	guma1252
gunw1252	gund1246
gunw1252	gune1238
gunw1252	kund1258
gunw1252	kune1235
gunw1252	kune1236
gunw1252	mura1269
gunw1252	naia1238
gupa1247	mada1281
gupa1247	mang1385
gupa1247	muny1238
gupa1247	nucl1334
gupa1247	wala1264
gupa1247	wubu1238
gupa1248	abaw1238
gupa1248	gupa1249
gura1251	gawh1238
gura1251	hawr1242
gura1251	hawr1243
gura1251	kaka1262
gura1251	kand1290
gura1251	nucl1271
gure1255	dhun1239
guri1247	maln1239
guri1247	wany1244
guru1261	east2345
guru1261	gork1242
guru1261	lamj1244
guru1261	nort2710
guru1261	sout2716
guru1261	tamu1246
guru1261	west2414
guru1271	dook1241
guru1271	garr1238
guru1271	gaya1251
guru1271	kara1505
guru1271	kuuk1242
guru1271	lung1252
guru1271	mbaa1250
gutn1238	faro1245
gutn1238	laum1238
gwah1244	gora1264
gwah1244	gwah1245
gwah1244	gwap1238
gwah1244	nucl1608
gwam1244	gwam1245
gwam1244	wuri1238
gwan1268	gwan1269
gwan1268	gwan1270
gwan1268	gwan1271
gwan1268	gwan1272
gwan1268	gwan1273
gwan1268	nimb1261
gwii1239	khut1242
hadi1240	leem1242
hadi1240	soro1243
hado1235	hara1256
hado1235	sipa1246
haho1237	arav1240
haho1237	kuru1306
haho1237	rats1237
haig1237	kapu1244
haig1237	naur1244
haio1238	chwa1243
haio1238	hain1254
haio1238	kedi1239
hais1244	kiti1241
hait1244	fabl1238
hait1244	plat1258
haka1240	klan1242
haka1240	shon1249
haka1240	zokh1239
hakk1236	chan1325
hakk1236	hail1247
hakk1236	huiz1243
hakk1236	lian1259
hakk1236	liud1234
hakk1236	ming1255
hakk1236	ning1269
hakk1236	ning1278
hakk1236	qing1239
hakk1236	sanh1239
hakk1236	shan1292
hakk1236	taoy1234
hakk1236	ting1250
hakk1236	tong1314
hakk1236	wupi1239
hakk1236	yong1284
hakk1236	yueb1238
hakk1236	yuet1238
hakk1236	yuez1238
hakk1236	yugu1248
hako1237	lont1237
halb1244	adku1239
halb1244	bast1246
halb1244	bhun1241
halb1244	chan1307
halb1244	gach1239
halb1244	kawa1275
halb1244	meha1241
halb1244	muri1258
halb1244	sund1250
halh1238	dari1250
halh1238	halh1239
halh1238	khot1253
halh1238	sart1248
halh1238	tson1247
hali1244	hana1243
hali1244	hang1262
hali1244	sela1258
hali1244	toul1237
halk1245	chil1281
halk1245	cowi1241
halk1245	musq1240
halk1245	nana1260
hamt1247	howi1238
hamt1247	kain1268
hamt1247	nucl1456
hamt1247	pmas1239
hamt1247	went1242
hang1258	bowe1238
hang1258	damo1238
hang1258	lang1319
hang1258	muru1267
hang1258	nort2781
hang1258	sout2792
hang1258	yazo1238
hani1248	angl1266
hani1248	dazh1234
hani1248	gehu1234
hani1248	guoh1234
hani1248	guoz1234
hani1248	khab1234
hani1248	lami1239
hani1248	luob1237
hani1248	luom1234
hanu1241	binl1237
hanu1241	bula1258
hanu1241	guba1247
hanu1241	kaga1257
hanu1241	waig1245
hanu1241	wawa1249
haru1244	hula1240
haru1244	kail1252
haru1244	pela1244
haru1244	roho1238
haru1245	cent2122
haru1245	nort2926
haru1245	sout2946
hary1238	bagd1238
hary1238	bang1336
hary1238	desw1238
hary1238	khad1239
hary1238	mewa1251
hata1243	adih1238
hata1243	miri1268
hata1243	moii1254
hata1243	tina1247
hata1243	uran1238
haus1257	adar1242
haus1257	ader1239
haus1257	araw1280
haus1257	arew1238
haus1257	dama1277
haus1257	dawr1243
haus1257	east2650
haus1257	gaya1252
haus1257	gobi1238
haus1257	hade1247
haus1257	kano1249
haus1257	kata1274
haus1257	kats1239
haus1257	kebb1238
haus1257	kurf1238
haus1257	nort3050
haus1257	soko1264
haus1257	west2719
haus1257	zamf1238
hava1248	hava1249
hava1248	wala1270
hava1248	yava1252
haya1250	bumb1240
haya1250	edan1238
haya1250	ekiz1238
haya1250	gand1256
haya1250	hamb1246
haya1250	hang1259
haya1250	mwan1249
haya1250	nyak1262
haya1250	yoza1238
hdii1240	turr1244
hebr1245	orie1241
hebr1245	stan1314
heil1246	bell1263
heil1246	oowe1239
hela1238	east2343
hela1238	ilam1239
hela1238	lamj1247
hela1238	west2411
helo1243	funa1237
helo1243	helo1244
helo1243	helo1245
here1253	mban1265
hert1241	hert1242
hert1241	jine1238
hert1241	umra1238
hewa1241	cent2108
hewa1241	lowe1414
hewa1241	nort2904
hewa1241	uppe1428
hija1235	coas1310
hija1235	nort3136
hija1235	sout3118
hija1235	vall1257
hili1240	bant1287
hili1240	kari1307
hili1240	kawa1279
hili1240	nucl1546
hind1269	dakh1243
hind1269	lite1247
hind1269	nucl1281
hind1269	rekh1239
hiri1237	aust1242
hiri1237	papu1235
hitu1239	hila1237
hitu1239	mama1274
hitu1239	more1257
hitu1239	nucl1529
hitu1239	waka1276
hlai1239	bend1238
hlai1239	haaa1237
hlai1239	meif1236
hlai1239	qiii1237
hmon1333	hmon1334
hmon1333	hmon1335
hmon1333	mong1333
hmon1333	petc1238
hoaa1235	huaa1249
hoaa1235	sasi1238
hoch1243	nebr1238
hoch1243	wisc1238
holu1245	nucl1393
holu1245	yeci1238
homs1234	aknn1239
homs1234	aynt1234
homs1234	cons1241
homs1234	crim1254
homs1234	ewdo1239
homs1234	hams1239
homs1234	kari1302
homs1234	kili1262
homs1234	muss1244
homs1234	rodo1240
homs1234	seba1246
homs1234	shab1249
homs1234	smyr1241
homs1234	syri1241
homs1234	trab1239
homs1234	vann1243
hone1235	gwan1242
hone1235	pind1243
honi1244	baih1238
hooo1248	chai1235
hooo1248	loha1251
horp1239	daof1238
horp1239	dgeb1234
horp1239	gesh1238
horp1239	phos1234
hote1245	misi1244
hote1245	nucl1515
hovo1239	nucl1559
hovo1239	semu1241
hpon1238	nort2721
hpon1238	sout2727
hran1239	hade1238
hree1244	creq1239
hree1244	nucl1300
hree1244	raba1247
hrus1242	leva1238
hrus1242	nucl1287
huac1244	aras1241
huac1244	huac1245
huac1244	sapi1239
huac1244	toye1240
huam1248	huam1249
huam1248	monz1251
huam1248	nort2978
huar1255	high1277
huar1255	lowl1264
huau1238	sanm1303
huau1238	sanm1304
huay1240	huai1241
huay1240	huar1256
huay1240	yung1256
huay1241	east2553
huay1241	wayc1238
huay1241	west2638
huba1236	luwa1242
huic1243	coyu1239
huic1243	sana1280
huic1243	sans1273
huil1244	tses1238
huiz1242	hong1243
huiz1242	hong1244
huiz1242	huan1251
huiz1242	jing1261
huiz1242	jixi1238
huiz1242	qide1238
huiz1242	shex1234
huiz1242	sout3255
huiz1242	tang1380
huiz1242	tunx1234
huiz1242	wuyu1234
huiz1242	xiun1234
huiz1242	xiuy1238
huiz1242	yanz1241
huiz1242	yixi1234
hula1239	alew1234
hula1239	irup1240
hula1239	kapo1252
hula1239	vula1238
hula1244	kere1298
hula1244	sana1291
hula1244	saqi1238
hula1244	sule1243
humb1243	djen1243
humb1243	mare1257
hume1246	lagu1249
hume1246	nucl1625
hung1263	buda1244
hung1263	debr1240
hung1263	eger1238
hung1263	misk1242
hung1263	sopr1238
hung1263	szeg1238
hung1274	alfo1240
hung1274	csan1238
hung1274	danu1247
hung1274	king1257
hung1274	nort2669
hung1274	nort2670
hung1274	ober1242
hung1274	szek1241
hung1274	west2388
hung1274	west2389
hung1275	danl1238
hung1275	lyha1238
hung1275	phon1243
hung1275	toum1239
huns1239	east2402
huns1239	west2471
hupd1244	hupd1245
hupd1244	nehu1238
hupd1244	tuhu1238
iama1237	cent2067
iama1237	didi1259
iama1237	gwab1237
iama1237	masi1264
iama1237	sout2873
iatm1242	nyau1244
iatm1242	pali1278
iauu1242	foii1242
iauu1242	nucl1600
iauu1242	turu1251
ibal1241	bali1275
ibal1241	mosi1246
ibal1241	ngee1239
ibal1244	boko1268
ibal1244	dakl1237
ibal1244	kaba1284
iban1264	bata1287
iban1264	buga1249
iban1264	dauu1237
iban1264	lema1243
iban1264	skra1237
iban1264	ulua1242
iban1264	undu1241
iban1267	nort2880
iban1267	sout2909
ibib1240	cent2030
ibib1240	enyo1238
ibib1240	itak1238
ibib1240	nsit1238
icev1238	iche1238
icev1238	olit1238
idaa1241	bega1240
idaa1241	nucl1564
idaa1241	subp1237
idak1243	idak1244
idak1243	isuk1238
idak1243	tiri1257
idii1243	nucl1597
idii1243	tame1238
idom1241	idom1259
idom1241	idom1260
idom1241	idom1261
idom1241	okpo1242
idun1242	bele1252
idun1242	cent2066
idun1242	goia1237
idun1242	idak1245
idun1242	kala1387
idun1242	ufau1237
idun1242	ufuf1237
idun1242	waib1244
ifee1241	dadj1238
ifee1241	djam1257
ifee1241	tsch1248
igal1242	ankp1238
igal1242	anyu1238
igal1242	ebuu1238
igal1242	ibaj1238
igal1242	idah1238
igal1242	ifee1242
igal1242	ogug1241
iged1239	gabu1246
iged1239	itoo1241
iged1239	ojuu1238
iged1239	work1238
ikob1240	gora1265
ikob1240	mena1240
ikob1240	meni1246
ikob1240	pimu1238
ikob1240	utab1238
ikom1245	isse1238
ikpo1238	amou1238
ikpo1238	ikpo1239
ikpo1238	iwii1238
ikpo1238	liti1241
ikpo1238	logb1246
ikpo1238	umaa1241
ikwe1242	akpo1242
ikwe1242	aluu1242
ikwe1242	apan1242
ikwe1242	egbe1245
ikwe1242	elel1238
ikwe1242	emow1238
ikwe1242	ibaa1240
ikwe1242	igwu1238
ikwe1242	ipoo1238
ikwe1242	isio1238
ikwe1242	ndel1238
ikwe1242	obio1238
ikwe1242	ogba1242
ikwe1242	omag1246
ikwe1242	omer1238
ikwe1242	omud1238
ikwe1242	rumu1242
ikwe1242	ubim1238
ilaa1246	lumb1248
ilaa1246	lund1265
ilaa1246	nucl1382
ilaa1246	twao1243
ilea1237	nort2868
ilea1237	sout2897
ilia1236	arka1238
ilia1236	livu1240
ilia1236	pule1237
iliu1237	eray1237
iliu1237	esul1241
iliu1237	ilma1240
iliu1237	karb1242
iliu1237	klis1237
iliu1237	naba1254
iliu1237	tele1255
iliu1237	ustu1237
ilon1239	abak1243
ilon1239	egon1237
ilon1239	ibal1242
ilon1239	ital1283
ilon1239	iyon1237
imbo1238	awaa1246
indi1237	bang1373
indi1237	bomb1264
indi1237	calc1236
indi1237	delh1234
indi1237	kolk1234
indi1237	shil1266
indo1316	cjin1234
indo1316	stin1234
indo1317	jamp1237
indo1317	jaya1244
indo1317	kajo1241
indo1317	mata1285
indo1317	poso1238
indo1317	roti1238
indo1317	same1241
indo1317	sula1246
indo1317	tong1327
indo1317	tong1328
indo1317	wall1258
indu1241	dube1239
indu1241	indu1242
inga1252	apon1238
inga1252	sana1282
inga1252	sant1431
ingr1248	khav1238
ingr1248	kukk1240
ingr1248	lowe1392
ingr1248	ored1238
ingr1248	soyk1238
inon1237	alca1237
inon1237	bula1256
inon1237	disp1238
inon1237	look1237
inor1238	eneg1238
inor1238	gyet1241
inth1238	danu1251
inth1238	inth1239
iowa1245	iowa1246
iowa1245	miss1249
iowa1245	otoo1241
ipil1240	paie1238
ipil1240	porg1242
ipil1240	tipi1239
ipul1238	eton1254
ipul1238	olul1247
ipul1238	tint1242
iqui1243	pint1253
iran1263	iran1264
iran1263	munk1243
iraq1241	asaa1238
iray1237	abra1237
iray1237	alag1243
iray1237	pagb1237
iray1237	pala1345
iray1237	pamb1244
iray1237	sant1417
iris1253	conn1243
iris1253	done1238
iris1253	midd1360
iris1253	muns1250
irul1243	irul1244
irul1243	mele1247
irul1243	nort2701
irul1243	nort3279
irul1243	sout3259
irul1243	vett1240
iseb1246	mirk1238
iseb1246	nucl1607
iseb1246	uruk1240
ishk1246	ishk1244
ishk1246	zeba1237
isim1234	root1238
isim1234	tsim1256
isir1237	east1857
isir1237	west1399
isla1278	vinc1241
isna1241	baya1258
isna1241	cala1256
isna1241	diba1241
isna1241	kara1488
isna1241	tali1263
isok1239	avia1242
isok1239	eluu1240
isok1239	emed1238
isok1239	enhw1238
isok1239	ibie1238
isok1239	imiv1238
isok1239	irri1238
isok1239	iteb1238
isok1239	iwir1238
isok1239	iyed1241
isok1239	iyed1242
isok1239	iyow1238
isok1239	ofag1238
isok1239	olee1238
isok1239	olom1242
isok1239	owee1242
isok1239	oyed1238
isok1239	ozor1238
isok1239	umee1242
isok1239	unog1238
isok1239	utii1238
isok1239	uzer1238
ital1282	abru1239
ital1282	cico1238
ital1282	fior1235
ital1282	fior1236
ital1282	lazi1238
itel1242	seda1263
itel1242	xajr1238
iten1243	itor1239
itik1240	itti1241
itik1240	itti1242
iumi1238	cham1310
iumi1238	chia1260
iumi1238	daod1238
iumi1238	daol1241
iumi1238	daol1242
iumi1238	deot1238
iumi1238	quan1241
iumi1238	quan1242
ivat1242	basc1238
ivat1242	itba1237
ivat1242	sout2903
ivbi1241	arhe1238
ivbi1241	ivbi1242
ivbi1241	okpe1248
iwai1244	iway1238
izie1238	ezaa1238
izie1238	ikwo1238
izie1238	izii1239
izie1238	mgbo1238
izon1238	apoi1238
izon1238	arog1238
izon1238	basa1277
izon1238	bumo1235
izon1238	east2384
izon1238	east2385
izon1238	egbe1244
izon1238	ekpe1250
izon1238	furu1238
izon1238	gbar1235
izon1238	iduw1238
izon1238	ikib1238
izon1238	kabo1240
izon1238	kolo1262
izon1238	kolu1244
izon1238	kumb1269
izon1238	mein1238
izon1238	ogbe1244
izon1238	ogbo1241
izon1238	ogul1238
izon1238	oper1238
izon1238	opor1245
izon1238	opor1246
izon1238	oyia1238
izon1238	tuom1235
izon1238	west2447
izon1238	west2448
jahh1242	kerd1240
jahh1242	keti1244
jahh1242	krau1243
jahh1242	kual1251
jahh1242	pula1260
jahh1242	uluc1240
jahh1242	ulut1240
jama1261	bana1307
jama1261	east2800
jama1261	jara1276
jama1262	brit1243
jamb1236	ilir1237
jamb1236	suku1263
jamb1236	uluu1245
jams1239	bama1252
jams1239	domn1238
jams1239	gono1238
jams1239	guru1265
jams1239	perg1234
japh1234	dats1234
japh1234	gdon1234
jaqa1244	cauq1239
jara1263	bank1257
jara1263	boba1246
jara1263	ging1241
jara1263	kana1285
jara1263	ligr1238
jara1266	arap1278
jara1266	chut1251
jara1266	gola1259
jara1266	haba1238
jara1266	hodr1237
jara1266	jhue1237
jara1266	plei1237
jara1266	puan1237
jara1266	sesa1248
jara1266	tobu1241
jaru1254	djar1244
jaru1254	nyin1247
java1254	arek1234
java1254	bage1239
java1254	bant1291
java1254	bany1247
java1254	blor1234
java1254	cent2331
java1254	cire1240
java1254	east2487
java1254	east2801
java1254	indr1248
java1254	jawa1239
java1254	jomb1234
java1254	kedu1234
java1254	madi1264
java1254	mala1493
java1254	pasi1258
java1254	peka1244
java1254	pema1234
java1254	sema1270
java1254	solo1259
java1254	sura1245
java1254	tega1246
java1254	temb1273
java1254	west2565
jeha1242	bate1267
jeha1242	nucl1294
jehh1245	jehb1240
jehh1245	jehm1239
jena1242	debo1238
jena1242	koro1305
jena1242	koty1238
jena1242	pond1250
jere1244	buji1242
jere1244	gusu1242
jere1244	nucl1376
jere1244	ribi1243
jeru1240	balk1255
jeru1240	madh1243
jeru1240	ratn1236
jibu1239	gala1254
jibu1239	garb1238
jibu1239	gaya1240
jimi1254	djim1239
jimi1254	jimo1235
jimi1254	mala1532
jimi1254	wadi1259
jimi1254	zumo1247
jimi1255	zumo1248
jiny1235	huhe1234
jiny1235	ping1247
jiny1235	taiy1243
jira1235	ayom1234
jira1235	gayo1245
jira1235	jira1249
jola1262	ayun1238
jola1262	blis1238
jola1262	esul1240
jola1262	fluv1238
jola1262	hulu1244
jola1262	sele1248
jola1263	bulu1250
jola1263	fony1238
jola1263	kalo1258
jola1263	komb1268
jola1263	nara1261
jonk1238	doug1241
jonk1238	musu1240
jude1256	derb1244
jude1263	tuni1261
jude1267	aden1242
jude1267	beda1249
jude1267	habb1238
jude1267	sana1296
juho1239	dzuo1238
juho1239	noga1250
juku1254	dong1292
juku1254	taku1256
juml1238	assi1246
juml1238	chau1257
juml1238	paac1238
juml1238	sinj1240
jung1240	guay1256
jung1240	yung1255
juqu1238	nucl1646
juqu1238	ocot1241
jurm1239	modo1248
jurm1239	wetu1238
jurm1239	wira1263
jwir1241	jwir1242
jwir1241	pepe1238
kaan1246	kpat1245
kaan1246	nucl1369
kaba1276	kaba1277
kaba1276	kala1370
kaba1278	grea1271
kaba1292	gabl1238
kabi1260	baty1234
kabi1260	gabi1248
kabi1261	bouf1238
kabi1261	kewe1235
kabi1261	kija1238
kabi1261	lama1274
kabo1247	kebu1247
kabo1247	meib1238
kabo1247	otva1238
kabo1247	pint1252
kabo1247	tang1351
kabu1256	barl1241
kabu1256	kabu1257
kabu1256	sota1243
kaby1243	grea1281
kaby1243	less1241
kach1272	kach1273
kach1272	kach1274
kach1272	kata1263
kach1272	raba1246
kach1272	vagr1238
kach1272	zala1239
kach1277	jade1242
kach1280	dzil1238
kach1280	enku1238
kach1280	hkak1238
kach1280	kaur1266
kach1280	shid1239
kach1284	ganj1241
kach1284	gant1243
kach1284	kach1285
kaci1244	bale1254
kaci1244	kaci1245
kaci1244	kich1261
kaci1244	suri1268
kaci1244	west2496
kaci1244	zilm1238
kada1282	daba1243
kada1282	kafi1242
kada1282	kuld1238
kada1282	kurt1249
kada1282	kuru1303
kada1282	nucl1343
kada1284	irii1238
kada1284	kach1282
kada1284	kaju1238
kada1284	minn1249
kado1242	gana1267
kado1242	kadu1254
kado1242	phay1241
kafa1242	bosh1241
kafa1242	nucl1434
kagf1238	ferr1242
kagf1238	jiir1238
kagf1238	kagg1238
kagf1238	koor1238
kagf1238	kurr1244
kagf1238	rorr1238
kagf1238	usss1238
kagf1238	zuks1238
